cdr_id,calling_msisdn,called_msisdn,call_start_time,call_date,duration_seconds,call_type,service_type,cell_tower_id,rated_amount,status
aae94ba5-e8dc-443d-a9e3-b1b08a35854f,09124161772,09008182545,2025-05-09 15:54:24,2025-05-09,65,off_net,voice,OMD-9895,1.62,busy
8f24d6e4-1839-4c65-95af-33fb06aaa4d0,09126694810,09183550514,2025-05-20 19:09:01,2025-05-20,2323,on_net,voice,ATB-5835,34.84,completed
337e5d51-b140-4b79-be2f-6dec5069d45b,09125014257,09185363471,2025-06-27 03:28:24,2025-06-27,3354,on_net,voice,KSL-3047,50.31,completed
ae1d4375-77d7-46c5-aee4-6dd595a7fcbc,09126942229,09226186069,2025-06-29 06:57:56,2025-06-29,3320,off_net,voice,KRT-3619,83.0,completed
25cbc40e-cbb9-4194-98ad-85ba819e0375,09121219144,09122694505,2025-05-18 13:48:58,2025-05-18,640,on_net,sms,KSL-1715,9.6,completed
d8fbdc81-543b-4680-8526-01b89ca6bb96,09181561368,09189017491,2025-05-10 17:05:15,2025-05-10,1379,roaming,data,ATB-6406,110.32,completed
04356e78-ed04-451d-8da6-a4b70e595c35,09122384920,+33726785051,2025-04-15 13:31:03,2025-04-15,306,international,voice,PSD-4386,30.6,completed
3c2431d7-a154-4d65-ab00-7fff9c5ff010,09164648877,09007395144,2025-05-29 09:21:32,2025-05-29,108,off_net,voice,NYL-1628,2.7,completed
c52a7c81-81fc-4890-a89d-f47188427bc6,09188275670,09222961295,2025-04-16 00:15:12,2025-04-16,2389,off_net,voice,ATB-4103,59.73,completed
7a4c68c1-4a18-4a5d-84fe-4d43e34d1fa2,09181143744,09184896539,2025-06-11 05:56:40,2025-06-11,2179,on_net,voice,ATB-2934,32.69,dropped
4030b75b-034c-4455-b579-4cc319643882,09169097228,09182959660,2025-06-18 23:12:14,2025-06-18,3424,on_net,voice,WAD-1171,51.36,completed
4c4ec704-dbbe-4dea-9b4f-d819eaf8e181,09163704768,09180317211,2025-06-29 05:43:57,2025-06-29,93,on_net,sms,OMD-2457,1.4,completed
355e206b-282e-42f2-b77d-ff609d98efb3,09188517444,09220879330,2025-05-10 22:52:53,2025-05-10,2449,off_net,data,KSL-7783,61.23,completed
75d1c6bc-a849-4269-b15e-9e787def7db5,09169174436,09128720757,2025-04-15 04:31:32,2025-04-15,591,on_net,voice,OMD-5716,8.87,completed
2689a350-6cc7-46a6-a2ea-9ed66ddd525b,09162142114,09226501995,2025-05-14 22:12:30,2025-05-14,3163,off_net,sms,KSL-9088,79.08,completed
5db2e6cb-cc0c-4991-91f5-db305c0d2d25,09160344633,09185867681,2025-05-25 21:46:57,2025-05-25,375,roaming,voice,NYL-3893,30.0,completed
9b3cee2a-0496-42b7-b2dc-b6757d3d1349,09122181960,09008735234,2025-05-20 06:06:42,2025-05-20,0,off_net,sms,PSD-8299,0.0,completed
179fa75c-d52a-4bd7-ab08-16ce36cddeb5,09120977978,09128712951,2025-06-28 16:37:58,2025-06-28,1561,on_net,voice,NYL-3229,23.41,completed
7d03980b-8bbb-428f-b14b-308b15f95b76,09127565779,09220348700,2025-04-19 01:05:05,2025-04-19,289,off_net,sms,KRT-8340,7.23,completed
14de6f0c-0027-468c-aabd-4599c3c32ba8,09167651186,09009761146,2025-04-06 23:51:12,2025-04-06,2402,off_net,sms,PSD-5323,60.05,completed
58fbd110-de22-45f9-815e-3db99140cea3,09184261666,09181406427,2025-04-06 03:00:42,2025-04-06,3313,roaming,sms,KRT-1826,265.04,dropped
7ebade29-05aa-4f85-90f3-f4af10ba55a5,09184818139,09124513931,2025-04-30 15:14:33,2025-04-30,3044,roaming,voice,KSL-9884,243.52,completed
ce28509e-ce92-4480-bd7b-d48dd8b71ed9,09163445801,09124484673,2025-06-24 16:58:28,2025-06-24,1519,on_net,sms,WAD-8347,22.79,failed
e2f90204-7cf8-4e37-8aec-1fd71fbaa3d7,09164281259,09129542527,2025-05-18 18:22:58,2025-05-18,-2265,on_net,voice,NYL-2472,-33.98,completed
670472c0-af79-4325-b815-e5a31898c48d,09162704914,09224980535,2025-04-24 18:01:30,2025-04-24,3173,off_net,voice,PSD-1303,79.33,completed
df67fc25-2542-4a8e-a6dd-b41f3e86f78d,09186374703,09005732168,2025-04-15 18:39:38,2025-04-15,3094,off_net,sms,WAD-6260,77.35,completed
8d910558-b754-4125-a3b1-d150db538ba3,09186690625,09000697947,2025-04-02 23:49:34,2025-04-02,458,off_net,sms,ATB-3244,11.45,completed
123d296b-e4f9-4ee1-a173-78141393be64,09188835943,09003514096,2025-05-02 11:29:21,2025-05-02,761,off_net,voice,OMD-3257,19.03,busy
0f2204e6-28ce-4958-b988-d820ff98166c,09127481444,09181030838,2025-06-09 02:00:24,2025-06-09,2342,roaming,data,WAD-1736,187.36,failed
a9b75471-f837-474b-8aec-21bfd9a18e59,09128289210,09129914487,2025-05-09 04:18:36,2025-05-09,-2926,roaming,data,OMD-4184,-234.08,completed
6e2593f1-a78f-498b-b9f1-1841015f4e05,09121898659,09180733821,2025-04-10 06:33:27,2025-04-10,1807,on_net,data,NYL-4486,27.11,completed
4cb1a936-0ca3-4290-9a1a-3c51102e1427,09123599233,09224662551,2025-05-13 12:52:17,2025-05-13,200,off_net,sms,KRT-3934,5.0,completed
7e285715-7a52-4a4c-988b-4d3a48563056,09121659558,09165269658,2025-04-23 16:49:37,2025-04-23,100,on_net,voice,WAD-4459,1.5,completed
185436f4-2693-4c01-8a90-827892b0db0e,09169565300,+34896537408,2025-05-05 11:44:05,2025-05-05,765,international,voice,OMD-2607,76.5,completed
188a2a76-4cd0-48ee-838f-2b223c3124f3,09126084781,09229821447,2025-05-11 13:40:06,2025-05-11,2810,off_net,sms,KSL-4070,70.25,completed
dd7dd418-29cd-4337-8e40-2b14eda04e38,09180764449,09184149169,2025-06-14 03:38:24,2025-06-14,-680,on_net,sms,NYL-8997,-10.2,completed
22013cf7-8210-47ff-b228-2d4bf76a717b,09168777593,09120297295,2025-04-13 12:26:03,2025-04-13,235,on_net,sms,WAD-3659,3.52,completed
a89ba4d4-078c-43b8-af6a-ffeb3b528569,09125123828,09002536166,2025-05-30 20:42:21,2025-05-30,3070,off_net,data,ATB-5245,76.75,completed
c1da3ee5-6271-4e65-bf03-b214e15f78c2,09186667080,+47931259910,2025-05-11 14:32:48,2025-05-11,2884,international,voice,KRT-1307,288.4,completed
544be8dc-6980-4267-a670-1d05a8f3a7b3,09189315305,09188065259,2025-05-29 19:25:26,2025-05-29,3515,roaming,sms,OMD-1226,281.2,completed
00349670-cfbd-4353-bd61-77b7b662d0e5,09185817452,09002414388,2025-06-26 12:59:07,2025-06-26,1996,off_net,voice,OMD-1288,49.9,completed
9c6263d9-d638-4563-b713-bb227c43e2f3,qbCSZAKQ,09221281336,2025-05-17 02:57:05,2025-05-17,1751,off_net,sms,OMD-8294,43.78,completed
52dafbca-6def-43a6-95d9-afb92c4106b0,09186577654,09162405589,2026-05-18 00:00:00,2026-05-18,917,on_net,voice,KSL-7070,13.75,completed
2f4ca42f-28b0-43a4-a929-3072c7d1e609,09186424238,09222427240,2025-05-18 19:47:30,2025-05-18,2180,off_net,voice,KSL-7240,54.5,completed
2fbc0fb9-5f16-4669-b580-526b7880c883,09120700159,09126111476,2025-06-16 08:11:54,2025-06-16,1639,on_net,data,PSD-3436,24.59,completed
5c3d8386-e494-4a77-97c0-3ed496d90a9a,09163971182,09121975464,2025-04-07 04:58:11,2025-04-07,2979,roaming,voice,OMD-1263,238.32,completed
53acbfb7-ec40-4b82-9cb4-8ca38174e95a,09127541387,09003303217,2025-04-03 19:44:05,2025-04-03,391,off_net,voice,PSD-3826,9.78,completed
d93767a9-5d2a-4893-8fa6-12edf0831fec,09187396262,+85890055045,2025-05-27 15:13:36,2025-05-27,2976,international,voice,KRT-9661,297.6,completed
f0e14cfb-46ca-44ef-bf31-3086eedef7aa,09123918418,09005233365,2025-04-21 11:23:55,2025-04-21,2902,off_net,voice,NYL-2953,72.55,completed
15852e11-a8a2-4dca-8b37-e38165bacd93,09162318432,09168182177,2025-05-18 21:57:05,2025-05-18,1520,on_net,voice,KRT-8427,22.8,completed
ad87ce7b-7ee1-49bc-9d8f-a232213ab92e,09188977738,09184246381,2025-04-12 14:17:54,2025-04-12,3516,on_net,voice,ATB-5133,52.74,busy
3cf32dff-719f-4d8d-be07-5cfc6c32202e,09187235838,09229039409,2025-04-28 17:22:26,2025-04-28,3549,off_net,data,NYL-7666,88.73,busy
ba7e4fb3-8212-4d23-a534-b72825276dcb,09180839065,,2025-05-23 01:46:18,2025-05-23,514,on_net,sms,NYL-1847,7.71,completed
3af5c51b-f584-4f6a-8c4c-72af0cd71952,09121606449,09163234159,2025-05-12 10:23:13,2025-05-12,3287,on_net,voice,ATB-9263,49.3,dropped
62230678-42ec-4d6f-b2aa-fdf598eb5038,09189935475,09221906537,2025-06-12 23:55:52,2025-06-12,107,off_net,voice,OMD-9591,2.68,completed
5c653c9b-6f8a-4dcb-bf5e-4c90f60e080b,09168076879,09002177372,2025-05-21 04:58:54,2025-05-21,374,off_net,voice,WAD-9326,9.35,completed
ffbd2012-e128-4dcd-b4b2-7c650fe9a285,09995912753,09002731031,2025-04-03 15:22:37,2025-04-03,1578,off_net,data,OMD-7247,39.45,completed
4985c209-6819-4c35-8661-ef8df98e7041,09121880690,09128079266,2025-04-14 02:21:03,2025-04-14,1971,on_net,voice,PSD-7165,29.56,completed
3ca6bc0d-84ae-499f-baf0-5472459a29e8,09188490277,+21156811499,2025-06-29 17:43:13,2025-06-29,3158,international,voice,PSD-5642,315.8,completed
73f43616-496d-4f2a-8d88-788b2715b98e,09160621084,09000575154,2025-05-01 15:47:21,2025-05-01,1005,off_net,sms,WAD-4826,25.12,failed
5ae07f46-1bae-499a-ad9f-7984a7454ce6,09180001917,09228838457,2025-04-05 19:06:53,2025-04-05,3436,off_net,data,ATB-7361,85.9,completed
54981d7d-a6e5-48f0-b575-ce52971c7c61,09126111476,09165255424,2025-05-08 00:51:16,2025-05-08,2122,on_net,data,KRT-1818,31.83,completed
7ec9ea9e-4f2a-44b7-b51f-9a4d4e47415d,09183536735,09124713727,2025-04-20 20:50:13,2025-04-20,189,on_net,voice,WAD-1602,2.83,completed
b197e17d-ffbf-4952-9ed7-21878d6c4b7a,09180839065,09189052334,2025-05-31 10:31:38,2025-05-31,1491,on_net,voice,PSD-1082,22.36,completed
819a2005-dc2a-4318-b762-b8a22737da5e,09161233559,09003950784,2025-06-24 10:42:31,2025-06-24,3342,off_net,sms,WAD-3005,83.55,completed
e1053465-7af0-49ca-9ee9-bc29599db7dd,09181329357,+46288697175,2025-06-02 09:11:06,2025-06-02,1791,international,data,WAD-6872,179.1,busy
d7ed4a6c-b510-43c6-b6e7-57a016130832,09121810220,09168635943,2025-05-06 05:36:45,2025-05-06,356,on_net,voice,WAD-5862,5.34,completed
b62bed90-cb95-4dcd-9d2d-3805327203e2,09184658463,09165958277,2025-05-16 09:28:17,2025-05-16,1910,on_net,data,PSD-5495,28.65,completed
515b0754-ebeb-4254-9e90-767722ec3427,09165102506,09005553291,2025-06-16 11:50:37,2025-06-16,3026,off_net,sms,OMD-3944,75.65,completed
c613bc14-7081-4c3f-ae38-db2cc4a756d3,09122311775,09004232047,2025-04-15 02:16:41,2025-04-15,49,off_net,voice,OMD-2025,1.23,completed
4e832d0a-c59b-4e64-8a12-8552a6d00fe1,09189742757,09005623375,2025-06-19 18:00:14,2025-06-19,3193,off_net,sms,OMD-8791,79.83,completed
05b7b942-35d6-488d-a583-8d876be05f9b,09163281975,09160246101,2025-04-29 13:47:13,2025-04-29,88307,on_net,sms,WAD-4009,1324.61,dropped
3723297f-4c5f-4970-88aa-52c3e124e73d,09128079266,09223385426,2025-06-28 11:15:52,2025-06-28,465,off_net,data,OMD-8433,11.62,completed
6c42585b-4b8c-4eeb-84bf-a57acdbaf751,vUvdwYNi,+68313437859,2025-04-08 08:29:18,2025-04-08,3176,international,voice,ATB-4354,317.6,completed
2bb76607-a5a0-4f80-90ff-eddc63600969,09184585542,09165307681,2025-05-25 05:25:24,2025-05-25,2711,on_net,voice,PSD-4038,40.66,completed
d38415ef-3c19-4361-8c9e-7f50c6b9b890,09129370118,09127181063,2025-06-28 13:34:09,2025-06-28,2227,on_net,sms,WAD-5092,33.41,completed
68d243ca-e874-4807-8402-43b6a96a68ad,09182774233,09224289892,2025-06-05 10:56:49,2025-06-05,225,off_net,voice,ATB-1534,5.62,completed
4a810ae3-3bd9-4e1a-9927-2f8416d86874,09184390552,09184919866,2025-04-30 07:07:35,2025-04-30,3358,on_net,voice,WAD-1916,50.37,completed
c1009d5c-477f-409c-a5a3-3e45ff61e293,09121373202,09005996623,2025-05-31 19:06:29,2025-05-31,2461,off_net,voice,WAD-5868,61.53,completed
3be0db89-d372-4e7f-8681-2b42c55f3936,09185391067,09228282040,2025-05-19 11:10:43,2025-05-19,2306,off_net,sms,ATB-3899,57.65,completed
efdecba8-0719-49ac-8018-22f86a83a1b5,09129831452,09185346557,2025-04-22 19:34:20,2025-04-22,255,on_net,voice,NYL-7521,3.82,completed
6718a65a-7daf-4625-8776-fc875f6a43a3,09188727299,09180133613,2025-04-13 20:55:11,2025-04-13,2754,on_net,sms,NYL-5434,41.31,completed
b9548c55-1354-47c3-b676-a4539176e4ef,09161420134,09167118372,2025-04-05 04:40:52,2025-04-05,2712,on_net,sms,KSL-6330,40.68,completed
8fb01a3d-6c9b-49d5-bb5c-dcfb345469b8,09166103565,09001208594,2025-05-28 19:53:40,2025-05-28,3345,off_net,data,NYL-6274,83.62,completed
9546cc70-cdcc-4543-9524-cd65b3645ba7,09182963641,09122470810,2025-05-12 12:19:16,2025-05-12,1569,on_net,voice,WAD-1073,23.54,completed
a43d4355-ff89-405e-b38d-bed82c8dcc0e,09164270182,09162345104,2025-05-24 08:52:39,2025-05-24,2802,roaming,voice,NYL-4701,224.16,completed
c1a9bed0-e5e0-46ce-a80a-b316d0d934a6,09187278755,09002782815,2025-06-21 23:39:16,2025-06-21,2526,off_net,voice,PSD-5849,63.15,completed
ba823725-c7b2-49f4-86e3-05ffdc6cdc59,09185066337,09125386828,2025-06-22 14:35:33,2025-06-22,1359,on_net,voice,OMD-5500,20.38,completed
68ea2b1a-b5f2-4e19-9e23-3cb9fd00c8a0,09121643348,09229981218,2025-06-13 18:26:56,2025-06-13,1311,off_net,data,WAD-3440,32.77,completed
bc5e20d7-a3c0-429c-8404-2f0aa9e5ce0e,09160267412,09169720925,2025-04-27 07:29:52,2025-04-27,1058,on_net,sms,KRT-1797,15.87,completed
087012c4-9674-41f8-b466-cb16574485e4,09168962132,09167722330,2025-06-02 10:14:26,2025-06-02,1603,on_net,sms,OMD-7740,24.04,completed
ea9cfd6d-6cf9-4bcd-81cc-c327a916a5cc,09182890140,09181858990,2025-06-22 17:41:49,2025-06-22,414,on_net,voice,OMD-5790,6.21,completed
f1cea0ef-bba6-443d-b3b4-55a087903a0b,09167868633,09185409003,2025-05-12 20:41:50,2025-05-12,1956,on_net,voice,KRT-5503,29.34,completed
b6b6d4a6-7c94-4d74-8e05-9ca8fec125a5,09123599233,09003922860,2025-06-27 18:54:20,2025-06-27,1615,off_net,sms,NYL-5059,40.38,completed
ab924d03-ed48-456d-b651-6c62027b45b7,09126930326,+46600361280,2025-05-30 20:20:06,2025-05-30,2964,international,data,KSL-8981,296.4,completed
029e8ee4-1236-4735-8cc2-607d7362a9a2,09127314127,09005706784,2025-04-20 20:27:00,2025-04-20,843,off_net,voice,OMD-8327,21.08,failed
62c1a7ab-6214-4846-839f-801fc4764e4a,09161643167,09121564835,2025-06-29 01:40:42,2025-06-29,2705,on_net,voice,PSD-8328,40.57,completed
3ae4dfa6-1c36-43a1-a522-64dd0d78c500,09127043424,09189597309,2025-06-14 06:38:09,2025-06-14,3511,on_net,voice,WAD-1854,52.66,completed
a8608bfd-0c1d-4e16-965b-967b0ed08888,09186211823,09162318432,2025-06-03 21:24:59,2025-06-03,1710,on_net,sms,ATB-3230,25.65,completed
94682791-0832-46d4-89f9-3e81714c29cd,09183830775,09187909370,2025-05-31 08:03:30,2025-05-31,1894,roaming,data,KSL-7303,151.52,completed
52560d62-5f4f-4220-9093-fc7a3d36df86,09129319229,+88856615099,2025-06-13 18:58:26,2025-06-13,2017,international,sms,ATB-7417,201.7,completed
c5c25004-54b4-481b-ba14-4c16db01f404,09127341514,+25817238276,2025-06-16 21:42:18,2025-06-16,1751,international,voice,KSL-7210,175.1,completed
87a4bf94-1862-4bf2-8aea-faf567643ed9,09163449799,09164020984,2025-05-25 06:15:14,2025-05-25,1004,on_net,voice,WAD-5826,15.06,completed
263d143c-faad-499a-800f-61c6e605dac8,09183565826,09184422832,2025-06-17 00:36:57,2025-06-17,340,on_net,voice,NYL-5752,5.1,completed
1c7970fa-656f-4c72-92a6-41f8e10d6528,09166881557,+73833399022,2025-05-19 21:10:42,2025-05-19,3286,international,voice,OMD-8554,328.6,completed
05ce09cb-4367-44b7-8c01-340723a4671a,09168182177,09009676672,2025-04-07 00:37:43,2025-04-07,580,off_net,voice,PSD-4698,14.5,completed
c75a9241-d351-4970-98d7-a07a47ccee01,09180666534,09003036060,2025-05-09 23:40:56,2025-05-09,2127,off_net,voice,PSD-6627,53.18,failed
39e7e1d8-ee85-4301-a8de-16ce2fa05d8c,09129005856,09991244717,2025-04-06 20:35:05,2025-04-06,2470,on_net,voice,KRT-2189,37.05,completed
235c49b4-99fb-44a7-afe0-fd5cdf3b9a5c,09186417005,09162174103,2025-04-20 04:20:57,2025-04-20,1547,on_net,voice,WAD-3088,23.2,dropped
3991e102-dc51-4494-a2eb-4401b543657b,09182683156,+12148352159,2025-05-01 03:08:15,2025-05-01,1066,international,voice,OMD-4979,106.6,completed
f52d7466-09df-43f9-b4a6-45f0f4794a85,09164138273,09162318432,2025-05-13 09:19:24,2025-05-13,43,on_net,voice,NYL-4870,0.65,completed
7b69df2b-c001-43e2-82ec-1b91b8d4d22e,09120051081,09000844437,2025-05-19 10:19:47,2025-05-19,655,off_net,voice,ATB-7195,16.38,completed
44de0538-b6c0-46ae-a620-7d19800f04a6,09127867253,09129612052,2025-05-25 05:15:49,2025-05-25,3545,on_net,voice,NYL-3645,53.17,completed
8bb93189-67cc-4d33-a508-f61009efd32a,09168512538,09168400004,2025-05-09 18:55:12,2025-05-09,3077,on_net,voice,KSL-4801,46.16,completed
71b7fea2-8f64-45d1-9d22-1486646a9118,wMSfBSgo,09125081776,2025-06-05 23:18:48,2025-06-05,1804,on_net,sms,ATB-1514,27.06,completed
233ae89f-0b1f-44de-bc85-a1032e4f7309,09167619524,09122035210,2025-06-01 09:37:26,2025-06-01,3353,on_net,voice,PSD-4312,50.29,completed
19945f58-d466-4c46-991f-2dcfe2075604,09167874411,09220800826,2025-06-06 17:27:09,2025-06-06,1432,off_net,voice,WAD-4032,35.8,completed
4532f46d-117d-42e6-83b2-68ce4dd03830,09163993056,09181964825,2025-04-02 02:00:57,2025-04-02,2278,on_net,voice,PSD-5575,34.17,completed
c02bdf2b-9eee-41e3-9b78-df96fd93a02d,09124991410,09223766498,2025-04-06 05:10:28,2025-04-06,116,off_net,voice,WAD-2948,2.9,failed
404821a6-d575-4140-9347-099d71a40348,09180937577,09226538220,2025-05-31 03:18:14,2025-05-31,1317,off_net,data,PSD-1299,32.93,completed
d59affdb-1b1b-4c62-a5ea-23e901661e4e,09181040431,09127242789,2025-06-28 22:00:49,2025-06-28,1011,roaming,sms,OMD-7555,80.88,dropped
c123fce6-08e7-4ceb-82b8-69c783885aa2,09121237205,09224116534,2025-05-07 18:19:15,2025-05-07,120194,off_net,voice,KRT-3559,3004.85,completed
b66dc4ba-f740-4773-9afa-82394d6d6af1,09123255881,09169565300,2025-06-18 02:53:28,2025-06-18,3264,on_net,sms,NYL-2811,48.96,completed
c75971d4-79ef-43ff-a31f-870589a26798,09168420555,09164176892,2025-05-29 22:27:18,2025-05-29,2317,on_net,voice,WAD-4150,34.75,failed
21688552-e20c-4aae-a767-a639868ecebf,09182054493,09181961276,2025-06-21 02:47:01,2025-06-21,173,on_net,voice,OMD-7785,2.59,completed
a4a89ef5-1302-4693-9f03-58dc596d4803,09180526351,09184670936,2025-04-30 10:07:36,2025-04-30,889,on_net,data,ATB-5471,13.33,failed
77e611de-1071-448f-a570-0f6a319907be,09160267412,09008991760,2025-06-17 01:44:52,2025-06-17,3436,off_net,voice,KSL-6131,85.9,completed
1eb295ac-ece1-4021-bc3e-844b5bfe24e8,09160503374,09994743693,2025-04-08 20:52:53,2025-04-08,2298,on_net,data,NYL-3445,34.47,completed
9cb78ec8-73d7-46da-a955-8442fb857b0e,09184958325,09180720409,2025-05-06 23:57:31,2025-05-06,1718,on_net,data,NYL-6629,25.77,completed
67198aed-f404-4851-b74a-51d226f428c6,09187198554,09125528183,2025-06-23 02:33:47,2025-06-23,1299,on_net,voice,KSL-9097,19.48,completed
ac00063b-7a5a-4373-a586-be67fecc33a7,09120794200,09000881521,2025-04-11 01:25:56,2025-04-11,2795,off_net,sms,PSD-5152,69.88,completed
b57b140c-98c6-45ff-a26e-8f578f1c2cb7,09124762123,09009631104,2025-04-24 16:29:20,2025-04-24,0,off_net,voice,NYL-5478,0.0,completed
f64646f5-c2c8-4af7-9399-e48fb85fd813,09163056956,09127696595,2025-05-04 16:26:27,2025-05-04,2627,on_net,sms,KRT-9738,39.41,completed
f2ae5cf0-e52c-4cca-9f15-30019cc12397,09162174103,09227268845,2025-06-06 22:38:36,2025-06-06,1951,off_net,sms,KSL-4067,48.78,completed
c8b748a6-2ed6-4569-bf83-e1972a6ecb90,09189087535,09000020213,2025-04-10 11:59:21,2025-04-10,1625,off_net,voice,WAD-6108,40.62,completed
d4b03cd4-6225-4a2b-b770-9e0acb3c4948,09185081595,09164951359,2025-05-06 02:35:29,2025-05-06,732,roaming,voice,PSD-3100,58.56,completed
bb6c1815-db34-4a11-8990-a7247b003339,09182406424,09187639160,2025-06-16 15:10:51,2025-06-16,2271,on_net,voice,KSL-9458,34.06,completed
ed57605c-e287-4aae-9d28-626f6a2c66c5,09162287351,09181241521,2025-06-25 23:07:36,2025-06-25,1422,on_net,data,ATB-1156,21.33,completed
a5162d47-44dd-44db-b1da-1d7be0f5bad3,09123412528,09161792300,2025-05-10 21:43:16,2025-05-10,3327,on_net,voice,KRT-7554,49.91,completed
e7314b93-93be-4cc0-9128-499b59fe55ea,09129207441,09166454312,2025-05-20 14:30:07,2025-05-20,27,on_net,sms,PSD-7690,0.4,completed
ebff7d41-dae5-4bcb-85b1-6bfdad90f127,09180571219,09169565300,2025-06-18 00:58:11,2025-06-18,2431,on_net,voice,ATB-7693,36.46,completed
b3353691-3a82-4af8-a9ba-19bcbfd958d7,09180162720,09125675413,2025-10-14 00:00:00,2025-10-14,2612,on_net,sms,OMD-6623,39.18,completed
70d9fdd0-c380-465a-ba9a-7b30667427b0,09181727018,09164971512,2025-04-04 11:41:36,2025-04-04,2158,on_net,data,ATB-2073,32.37,completed
eb3e94db-621f-46ee-9e99-93923df83fa7,09161702814,+25821276427,2025-06-04 17:39:02,2025-06-04,2810,international,data,KRT-9268,281.0,completed
d3a6e1e5-2cc4-4644-8557-8dbd8e757802,09124784171,09180678214,2025-04-13 17:02:55,2025-04-13,1369,on_net,data,NYL-2215,20.54,completed
eaac9410-715d-4e18-b3c5-8415abc6754d,09126939285,09186626923,2025-05-08 12:18:32,2025-05-08,42,on_net,voice,KRT-5293,0.63,failed
975b5c93-b0a4-43a9-9edc-5aac89ee7364,09181010320,09162873262,2025-05-12 13:55:00,2025-05-12,2152,roaming,sms,WAD-5197,172.16,completed
bfd3d3ea-a33c-4c0a-aee6-a126e31cbade,09182587964,09225762585,2025-04-08 23:19:58,2025-04-08,3399,off_net,voice,KSL-9116,84.98,completed
d866c80f-3db2-4725-bdb6-52431f25a28f,09121430252,09120765191,2025-06-08 10:40:10,2025-06-08,1674,on_net,voice,KSL-9812,25.11,completed
16b797be-8217-43c9-a625-082741a2a7e1,09127061713,09000588852,2025-04-22 09:37:27,2025-04-22,3458,off_net,sms,NYL-4661,86.45,completed
326ef817-3a00-4c5a-a8d2-04f2ef9cf6c0,09180846987,09128720757,2025-06-08 20:46:21,2025-06-08,382,on_net,voice,WAD-2012,5.73,completed
812436dd-9856-4953-86a0-09f7bca125be,09121850560,,2025-04-26 11:28:55,2025-04-26,1407,international,sms,KRT-8415,140.7,completed
eb8030fd-63d2-4fcf-8f39-dcc5d9ef0054,09120765191,09127343488,2025-04-29 16:39:43,2025-04-29,2615,on_net,voice,PSD-6467,39.23,failed
5c8f80c2-0263-4dfd-b1a7-2009bedaab93,09165386901,09000828003,2026-06-20 00:00:00,2026-06-20,375,off_net,voice,KSL-9545,9.38,completed
a9d27e6c-961a-457a-bed4-de3e7e3ce76b,09167226628,09160072843,2025-05-04 02:34:40,2025-05-04,3401,on_net,voice,KRT-7717,51.02,busy
7994bae8-c5d8-4087-8ba6-8765e391b6ba,09161084791,09001242681,2025-05-12 09:11:35,2025-05-12,111,off_net,sms,PSD-1374,2.78,completed
71b9cbfe-3713-48c1-91b4-241ec3bd811b,09164126980,09222634777,2025-06-06 15:36:35,2025-06-06,977,off_net,sms,NYL-7196,24.43,completed
6b6df7ee-c922-4d0e-8c74-463fbf09ffd6,09122753273,09125245960,2025-06-26 18:11:54,2025-06-26,1323,on_net,sms,PSD-2937,19.84,completed
ddb4342f-ff78-45c1-bed2-8d1977f4d7ab,09162544527,09125641650,2025-04-13 14:29:07,2025-04-13,1645,on_net,voice,KSL-5789,24.68,completed
a34804a3-30db-48ed-9aa8-e5eced7f3961,09129277157,+62545666543,2025-05-04 01:44:51,2025-05-04,2532,international,voice,ATB-7579,253.2,completed
2d480549-59cb-4395-9209-a02eb31a66e3,09183550514,09125572131,2025-04-14 04:34:57,2025-04-14,1097,on_net,voice,KRT-8205,16.45,failed
24fc2046-b451-4e0a-b3d9-5419d2731dae,09127061301,09122787963,2025-04-07 11:21:21,2025-04-07,3043,on_net,voice,OMD-3842,45.64,busy
8ee5012a-f2b9-4479-89ee-dc6cdec7dba2,09120235120,09000447632,2025-06-24 22:00:42,2025-06-24,2266,off_net,voice,ATB-7739,56.65,completed
581a019b-7bd5-4bea-8efe-485590536364,09129753584,09182426559,2025-04-11 16:09:05,2025-04-11,1017,on_net,sms,ATB-9891,15.25,completed
aa09df42-9fb7-4293-afd2-3b042e4df49d,09180581380,09224797326,2025-04-02 16:34:35,2025-04-02,3432,off_net,voice,OMD-3627,85.8,completed
81e69f34-c85c-4a56-878c-5dec222bd3be,09160153641,09224003760,2025-04-16 07:04:27,2025-04-16,1212,off_net,voice,ATB-2110,30.3,completed
d844bc1b-830a-488b-864f-9e315de1a79e,09185247609,+2619312915,2025-04-14 07:01:04,2025-04-14,796,international,sms,OMD-7165,79.6,completed
8427eabf-c176-4bd7-b7a3-680c523ff1de,09183632280,+13555767497,2025-06-03 08:49:18,2025-06-03,3503,international,voice,ATB-2570,350.3,failed
a1c659a6-06ed-4dbc-9d20-1ac3573924ab,09122933367,09222114201,2025-06-15 05:22:40,2025-06-15,948,off_net,data,ATB-5440,23.7,completed
57d0b987-4978-4055-86c5-bafc3731b032,09125641533,09009181640,2025-05-09 04:37:02,2025-05-09,1933,off_net,voice,NYL-8791,48.33,completed
288ec1e9-2f8c-419c-bdec-5e5909dededb,09184075597,09184558464,2025-04-20 21:27:29,2025-04-20,3524,on_net,voice,KRT-7251,52.86,completed
349f44e1-0f51-4bc6-a865-afec16ff5ce4,09167947929,09184818139,2025-05-17 12:45:19,2025-05-17,1467,on_net,voice,PSD-3063,22.0,completed
